option_type,strike,expiration_date,yearstoexp,bid,ask,volume,open_interest,mid_iv,delta,gamma,theta,vega
put,120.0,2025-03-28,0.008333365043125316,0.0,0.01,0,82,1.978229,0.0,1.2780365210472341e-15,0.0,2.0e-5
call,120.0,2025-03-28,0.008333365043125316,85.6,86.05,2,42,3.131631,1.0,1.2780365210472341e-15,0.0,2.0e-5
put,125.0,2025-03-28,0.008333365043125316,0.0,0.01,1,32,1.835955,-6.9e-15,-4.8023590072942114e-15,0.0,1.9999999720428165e-5
call,125.0,2025-03-28,0.008333365043125316,80.6,81.05,0,25,3.057734,0.9999999999999931,-4.8023590072942114e-15,0.0,1.9999999720428165e-5
put,130.0,2025-03-28,0.008333365043125316,0.0,0.01,0,24,1.69934,-6.9e-15,-4.8023590072942114e-15,-3.3113219620387146e-31,1.9999999860214083e-5
call,130.0,2025-03-28,0.008333365043125316,75.2,76.45,0,3,2.804223,0.9999999999999931,-4.8023590072942114e-15,-3.3113219620387146e-31,1.9999999860214083e-5
put,135.0,2025-03-28,0.008335584728564181,0.0,0.01,0,495,1.567955,-5.9e-15,-2.696026563562937e-15,-1.907604253572844e-24,1.9999999580642243e-5
call,135.0,2025-03-28,0.008333365043125316,70.6,71.1,0,25,2.637939,0.9999999999999941,-2.696026563562937e-15,-1.907604253572844e-24,1.9999999580642243e-5
put,140.0,2025-03-28,0.008333365043125316,0.0,0.01,0,3183,1.441422,-1.2e-14,-7.738305782187552e-15,-1.0076854416558315e-19,1.9999999860214083e-5
call,140.0,2025-03-28,0.008333365043125316,65.6,66.1,0,19,2.401975,0.999999999999988,-7.738305782187552e-15,-1.0076854416558315e-19,1.9999999860214083e-5
put,145.0,2025-03-28,0.008333365043125316,0.0,0.01,0,4346,1.319402,-1.3e-15,-2.785447319844367e-15,-5.010265809242028e-16,1.9999999440856328e-5
call,145.0,2025-03-28,0.008333365043125316,60.6,61.1,5,111,2.174542,0.9999999999999987,-2.785447319844367e-15,-5.010265809242028e-16,1.9999999440856328e-5
put,150.0,2025-03-28,0.008333365043125316,0.0,0.01,0,8481,1.200968,-2.132e-13,2.3994064805164837e-13,-4.407192794693329e-13,2.0e-5
call,150.0,2025-03-28,0.008333365043125316,55.6,56.1,0,48,2.028296,0.9999999999997868,2.3994064805164837e-13,-4.407192794693329e-13,2.0e-5
put,155.0,2025-03-28,0.008333365043125316,0.0,0.01,11,4885,1.084134,-6.4265e-11,6.386856210452741e-11,-1.4204642288931287e-10,2.0000100855540128e-5
call,155.0,2025-03-28,0.008333365043125316,50.6,51.1,0,52,1.742869,0.999999999935735,6.386856210452741e-11,-1.4204642288931287e-10,2.0000100855540128e-5
put,160.0,2025-03-28,0.008352200659563673,0.0,0.01,4,2872,0.971073,-7.1083097e-9,6.008851736678279e-9,-1.663516174002712e-8,2.001092818352864e-5
call,160.0,2025-03-28,0.008333365043125316,45.6,46.1,0,247,1.573066,0.9999999928916903,6.008851736678279e-9,-1.663516174002712e-8,2.001092818352864e-5
put,165.0,2025-03-28,0.008340341197361746,0.0,0.01,1611,1844,0.922103,-3.860576904e-7,2.7485522457604466e-7,-9.69757800109817e-7,2.0533336467236242e-5
call,165.0,2025-03-28,0.008333365043125316,40.6,41.55,1,24,1.470035,0.9999996139423096,2.7485522457604466e-7,-9.69757800109817e-7,2.0533336467236242e-5
call,167.5,2025-03-28,0.008333365043125316,38.1,38.6,0,3,1.386513,0.9999979034273739,1.3725370014330158e-6,-5.469994289559607e-6,2.2435475798111737e-5
put,167.5,2025-03-28,0.008333365043125316,0.01,0.02,750,321,0.835621,-2.0965726261e-6,1.3725370014330158e-6,-5.469994289559607e-6,2.2435475798111737e-5
put,170.0,2025-03-28,0.008333365043125316,0.01,0.03,78,2203,0.779825,-1.01474205085e-5,6.0752425612052805e-6,-2.7627501921840145e-5,2.946214558016228e-5
call,170.0,2025-03-28,0.008333365043125316,35.6,36.1,5,460,1.328467,0.9999898525794915,6.0752425612052805e-6,-2.7627501921840145e-5,2.946214558016228e-5
call,172.5,2025-03-28,0.008333365043125316,33.1,33.6,0,52,1.219862,0.9999575287658997,2.3179336233050916e-5,-0.00012119201845266031,7.033263064828867e-5
put,172.5,2025-03-28,0.008333365043125316,0.01,0.02,905,538,0.724867,-4.24712341003e-5,2.3179336233050916e-5,-0.00012119201845266031,7.033263064828867e-5
put,175.0,2025-03-28,0.008333365043125316,0.02,0.03,98,2326,0.711316,-0.0001543361658792,7.673069880586825e-5,-0.00046243935233343216,0.00017825638475583267
call,175.0,2025-03-28,0.008333365043125316,30.65,31.0,3,164,0.954639,0.9998456638341208,7.673069880586825e-5,-0.00046243935233343216,0.00017825638475583267
call,177.5,2025-03-28,0.008333365043125316,28.15,28.5,0,282,0.979598,0.9994915592949568,0.0002283811282880933,-0.0016102647749021038,0.00045980392479796363
put,177.5,2025-03-28,0.008333365043125316,0.02,0.03,75,1421,0.655093,-0.0005084407050432,0.0002283811282880933,-0.0016102647749021038,0.00045980392479796363
put,180.0,2025-03-28,0.008333333333333333,0.03,0.04,402,4992,0.624204,-0.0014577183241464,0.0005919135179742134,-0.004886426759239634,0.0011454426786985416
call,180.0,2025-03-28,0.008333365043125316,25.7,26.0,48,2280,0.81027,0.9985422816758536,0.0005919135179742134,-0.004886426759239634,0.0011454426786985416
call,182.5,2025-03-28,0.008333365043125316,23.15,23.5,1,321,0.824704,0.9962483718955208,0.0013714969550263282,-0.013361297323295667,0.0026011611395948446
put,182.5,2025-03-28,0.008333365043125316,0.03,0.04,190,1758,0.574933,-0.0037516281044792,0.0013714969550263282,-0.013361297323295667,0.0026011611395948446
put,185.0,2025-03-28,0.008333365043125316,0.05,0.06,479,3656,0.541319,-0.0078240822105348,0.002655260099221074,-0.029021076635803014,0.004303899862901302
call,185.0,2025-03-28,0.008333365043125316,20.75,21.05,68,2036,0.6662,0.9921759177894652,0.002655260099221074,-0.029021076635803014,0.004303899862901302
call,187.5,2025-03-28,0.008333365043125316,18.25,18.6,34,924,0.595109,0.9841025516495344,0.004925901111625686,-0.06207857462390188,0.008465177249005612
put,187.5,2025-03-28,0.008333365043125316,0.06,0.07,762,2894,0.503118,-0.0158974483504656,0.004925901111625686,-0.06207857462390188,0.008465177249005612
put,190.0,2025-03-28,0.008333365043125316,0.07,0.08,1474,8034,0.454086,-0.0291495813861203,0.00834126872473201,-0.11876581121355949,0.015112762297178813
call,190.0,2025-03-28,0.008333333333333333,15.8,16.05,94,4740,0.548354,0.9708504186138797,0.00834126872473201,-0.11876581121355949,0.015112762297178813
call,192.5,2025-03-28,0.008333365043125316,13.35,13.6,174,3158,0.367547,0.9494756176881685,0.01333066183471167,-0.20456531436933537,0.021231998580421362
put,192.5,2025-03-28,0.008333365043125316,0.1,0.11,1608,3668,0.414565,-0.0505243823118315,0.01333066183471167,-0.20456531436933537,0.021231998580421362
call,195.0,2025-03-28,0.008333365043125316,10.9,11.1,1060,10154,0.336535,0.9205102055525024,0.019940676064938333,-0.25813431124007674,0.02862374862937154
put,195.0,2025-03-28,0.008333333333333333,0.15,0.16,6342,8796,0.377546,-0.0794897944474976,0.019940676064938333,-0.25813431124007674,0.02862374862937154
call,197.5,2025-03-28,0.008333365043125316,8.5,8.7,3286,5128,0.317185,0.8831441566023933,0.028950448633598847,-0.2999372287643111,0.041338708338128034
put,197.5,2025-03-28,0.008333365043125316,0.26,0.28,3008,3387,0.348626,-0.1168558433976067,0.028950448633598847,-0.2999372287643111,0.041338708338128034
put,200.0,2025-03-28,0.008333365043125316,0.5,0.52,10839,6829,0.327449,-0.1707367587287073,0.04228059373211862,-0.33028684893419136,0.05037660341809411
call,200.0,2025-03-28,0.008333365043125316,6.25,6.45,6880,24765,0.30949,0.8292632412712927,0.04228059373211862,-0.33028684893419136,0.05037660341809411
call,202.5,2025-03-28,0.008333365043125316,4.3,4.4,8051,9064,0.298471,0.7340863617797617,0.06066766832954368,-0.36176486343405384,0.0628085205043439
put,202.5,2025-03-28,0.008333365043125316,0.98,1.01,9567,1756,0.312587,-0.2659136382202383,0.06066766832954368,-0.36176486343405384,0.0628085205043439
put,205.0,2025-03-28,0.008333365043125316,1.82,1.88,10885,2132,0.304786,-0.4242006977950474,0.07369804349179288,-0.38277137537145184,0.0741121766402387
call,205.0,2025-03-28,0.008333365043125316,2.67,2.7,36139,18600,0.295326,0.5757993022049526,0.07369804349179288,-0.38277137537145184,0.0741121766402387
call,207.5,2025-03-28,0.008333365043125316,1.47,1.48,27690,16600,0.290586,0.39572304138665,0.0680034819504287,-0.3634057117705207,0.07104796579034321
put,207.5,2025-03-28,0.008333365043125316,3.1,3.2,919,373,0.301544,-0.60427695861335,0.0680034819504287,-0.3634057117705207,0.07104796579034321
put,210.0,2025-03-28,0.008333365043125316,4.8,4.95,427,1702,0.29549,-0.7490911583431622,0.05156848165102723,-0.3036597960610721,0.05795644721840245
call,210.0,2025-03-28,0.008333365043125316,0.69,0.7,28469,16509,0.283404,0.2509088416568378,0.05156848165102723,-0.3036597960610721,0.05795644721840245
call,212.5,2025-03-28,0.008333333333333333,0.27,0.29,6560,8376,0.277332,0.14815658101650417,0.0350084484779606,-0.22195902259101405,0.04024127116150339
put,212.5,2025-03-28,0.008333365043125316,6.85,7.1,57,302,0.309177,-0.8518434189834958,0.0350084484779606,-0.22195902259101405,0.04024127116150339
put,215.0,2025-03-28,0.008333333333333333,9.15,9.45,89,223,0.345873,-0.9207552036332862,0.021326449273389596,-0.1406164826509682,0.023783007815297835
call,215.0,2025-03-28,0.008333365043125316,0.1,0.11,3492,12926,0.279047,0.07924479636671375,0.021326449273389596,-0.1406164826509682,0.023783007815297835
call,217.5,2025-03-28,0.008333365043125316,0.04,0.05,894,6288,0.296259,0.03855431425175539,0.011617771656803078,-0.07876783108767034,0.014477616448102824
put,217.5,2025-03-28,0.008333333333333333,11.5,12.0,60,2,0.432803,-0.9614456857482446,0.011617771656803078,-0.07876783108767034,0.014477616448102824
put,220.0,2025-03-28,0.008333365043125316,14.1,14.9,55,27,0.497233,-0.9827366027250682,0.005723175938495661,-0.03264274712933034,0.006436377722210567
call,220.0,2025-03-28,0.008333365043125316,0.02,0.03,2189,8203,0.319262,0.017263397274931775,0.005723175938495661,-0.03264274712933034,0.006436377722210567
call,222.5,2025-03-28,0.008333365043125316,0.01,0.02,681,1521,0.355074,0.006751823460256751,0.002458095583772149,-0.011405778172588381,0.0031458996405724243
put,222.5,2025-03-28,0.008333365043125316,16.5,17.0,2,1,0.582293,-0.9932481765397433,0.002458095583772149,-0.011405778172588381,0.0031458996405724243
put,225.0,2025-03-28,0.008333365043125316,19.1,19.45,5,48,0.705291,-0.997711126488499,0.0009109042825315599,-0.0034490844628265746,0.0010520418046737314
call,225.0,2025-03-28,0.008333365043125316,0.01,0.02,312,4602,0.398396,0.0022888735115009413,0.0009109042825315599,-0.0034490844628265746,0.0010520418046737314
put,230.0,2025-03-28,0.008333365043125316,24.1,24.4,60,14,0.666436,-0.999815364855645,8.529443387470091e-5,-0.00022638398617199696,0.00011889517330699349
call,230.0,2025-03-28,0.008333365043125316,0.01,0.02,496,10983,0.482946,0.00018463514435495995,8.529443387470091e-5,-0.00022638398617199696,0.00011889517330699349
call,235.0,2025-03-28,0.008344019533231863,0.0,0.01,2423,5385,0.542825,9.437621012655907e-6,4.911394443355023e-6,-9.665579495975152e-6,2.525981280295825e-5
put,235.0,2025-03-28,0.008333365043125316,29.0,29.5,20,0,0.927358,-0.9999905623789873,4.911394443355023e-6,-9.665579495975152e-6,2.525981280295825e-5
put,240.0,2025-03-28,0.008333333333333333,33.6,34.5,0,0,1.063391,-0.9999997000637676,1.7208167328609766e-7,-2.62057648237327e-7,2.0268012510234286e-5
call,240.0,2025-03-28,0.008333396752917301,0.0,0.01,19,6243,0.6188,2.9993623245785123e-7,1.7208167328609766e-7,-2.62057648237327e-7,2.0268012510234286e-5
put,245.0,2025-03-28,0.008333365043125316,39.05,39.95,6,0,1.196597,-0.9999999944181628,3.48273055794571e-9,-4.2132603180780104e-9,2.0004803535810488e-5
call,245.0,2025-03-28,0.008333365043125316,0.0,0.01,2,2143,0.69246,5.5818372605098775e-9,3.48273055794571e-9,-4.2132603180780104e-9,2.0004803535810488e-5
put,250.0,2025-03-28,0.008333365043125316,44.0,44.5,0,0,1.302758,-0.9999999999391768,4.077547945325425e-11,-4.018775993905402e-11,2.0000037544748812e-5
call,250.0,2025-03-28,0.008333365043125316,0.0,0.01,9,3481,0.763109,6.082321033828223e-11,4.077547945325425e-11,-4.018775993905402e-11,2.0000037544748812e-5
put,255.0,2025-03-28,0.008333365043125316,49.05,49.95,0,0,1.430966,-0.9999999999995823,2.971060084344608e-13,-2.4581813159014394e-13,2.0000000324710265e-5
call,255.0,2025-03-28,0.008333333333333333,0.0,0.01,419,1813,0.832328,4.177120677688706e-13,2.971060084344608e-13,-2.4581813159014394e-13,2.0000000324710265e-5
put,260.0,2025-03-28,0.008333365043125316,54.0,54.5,0,0,1.503401,-0.9999999999999986,1.1105832035883182e-15,-7.828177940654435e-16,2.0000000001408092e-5
call,260.0,2025-03-28,0.008333365043125316,0.0,0.02,0,535,0.899667,1.4816241519178623e-15,1.1105832035883182e-15,-7.828177940654435e-16,2.0000000001408092e-5
put,265.0,2025-03-28,0.008333365043125316,59.05,59.5,0,0,1.570697,-1.0,1.92505903578271e-18,-1.1711862256652696e-18,2.0000000000002668e-5
call,265.0,2025-03-28,0.008333365043125316,0.0,0.02,1,1107,0.964019,2.4510343695841697e-18,1.92505903578271e-18,-1.1711862256652696e-18,2.0000000000002668e-5
put,270.0,2025-03-28,0.008333365043125316,63.6,64.9,0,0,1.720972,-1.0,1.2741046338230362e-21,-6.765202327880927e-22,2.0000000000000005e-5
call,270.0,2025-03-28,0.008333365043125316,0.0,0.01,0,411,1.027155,1.5556319024698779e-21,1.2741046338230362e-21,-6.765202327880927e-22,2.0000000000000005e-5
put,275.0,2025-03-28,0.008333365043125316,69.0,69.5,0,0,1.812936,-1.0,2.0421910758153654e-25,-9.546858461395884e-26,2.0e-5
