option_type,strike,expiration_date,yearstoexp,bid,ask,volume,open_interest,mid_iv,delta,gamma,theta,vega
put,150.0,2025-03-26,0.0028263888888888887,0.0,0.21,0,0,0.0,-9.0e-16,2.36989320101008e-14,0.0,2.0000003576375004e-5
call,150.0,2025-03-26,0.002825532724505327,126.95,130.05,7,0,5.85309,0.9999999999999991,2.36989320101008e-14,0.0,2.0000003576375004e-5
put,155.0,2025-03-26,0.0028253424657534248,0.0,1.01,0,0,0.0,2.0e-16,2.454299512056428e-15,0.0,2.0000003576375004e-5
call,155.0,2025-03-26,0.002825532724505327,121.95,125.05,0,0,5.48091,1.0000000000000002,2.454299512056428e-15,0.0,2.0000003576375004e-5
put,160.0,2025-03-26,0.0028263888888888887,0.0,0.21,0,0,0.0,3.8e-15,4.6096230630679284e-14,0.0,2.0000003576375004e-5
call,160.0,2025-03-26,0.002825532724505327,116.95,120.05,0,0,5.302582,1.0000000000000038,4.6096230630679284e-14,0.0,2.0000003576375004e-5
put,165.0,2025-03-26,0.0028263888888888887,0.0,1.01,0,0,0.0,-1.65e-14,-8.966161794423542e-14,0.0,1.9999999290662733e-5
call,165.0,2025-03-26,0.002826357179096905,111.95,115.05,0,0,5.03682,0.9999999999999835,-8.966161794423542e-14,0.0,1.9999999290662733e-5
put,170.0,2025-03-26,0.002825532724505327,0.0,1.01,0,0,0.0,-3.8e-15,-4.7399836867660085e-14,0.0,1.99999989359941e-5
call,170.0,2025-03-26,0.002825532724505327,106.95,110.05,0,0,4.525288,0.9999999999999962,-4.7399836867660085e-14,0.0,1.99999989359941e-5
put,175.0,2025-03-26,0.002825532724505327,0.0,1.01,0,0,0.0,4.9e-15,1.671935150794339e-13,0.0,2.0000012181019277e-5
call,175.0,2025-03-26,0.002825532724505327,101.95,105.05,0,0,4.186901,1.0000000000000049,1.671935150794339e-13,0.0,2.0000012181019277e-5
put,180.0,2025-03-26,0.0028263888888888887,0.0,1.01,0,0,0.0,1.33e-14,1.671935150794339e-13,0.0,2.0000011822753996e-5
call,180.0,2025-03-26,0.002825532724505327,96.95,100.05,0,0,4.139778,1.0000000000000133,1.671935150794339e-13,0.0,2.0000011822753996e-5
put,185.0,2025-03-26,0.0028253424657534248,0.0,1.01,0,0,2.580356,-2.38e-14,-1.1350652372774293e-13,0.0,2.0000008052897418e-5
call,185.0,2025-03-26,0.002826357179096905,91.95,95.05,0,0,4.050661,0.9999999999999762,-1.1350652372774293e-13,0.0,2.0000008052897418e-5
put,190.0,2025-03-26,0.0028253424657534248,0.0,0.61,0,0,2.423913,-8.4e-15,-7.294453222826667e-14,0.0,2.000000840302339e-5
call,190.0,2025-03-26,0.002825532724505327,86.95,90.05,0,0,3.605164,0.9999999999999916,-7.294453222826667e-14,0.0,2.000000840302339e-5
call,195.0,2025-03-26,0.002825532724505327,81.95,85.05,0,0,3.306561,0.99999999999999,-9.327236630537141e-14,0.0,2.0000008052897418e-5
put,195.0,2025-03-26,0.0028253424657534248,0.0,0.61,0,0,2.269226,-1.0e-14,-9.327236630537141e-14,0.0,2.0000008052897418e-5
put,200.0,2025-03-26,0.0028253424657534248,0.0,0.61,0,0,2.117542,-1.33e-14,-1.3432879846382004e-13,0.0,2.0000007002519493e-5
call,200.0,2025-03-26,0.002825532724505327,76.95,80.05,0,0,3.37244,0.9999999999999867,-1.3432879846382004e-13,0.0,2.0000007002519493e-5
put,205.0,2025-03-26,0.0028253424657534248,0.0,1.01,0,0,1.969638,-7.4e-15,-9.357945365487734e-14,0.0,2.0000006302267544e-5
call,205.0,2025-03-26,0.002825532724505327,72.0,75.0,0,0,3.098552,0.9999999999999926,-9.357945365487734e-14,0.0,2.0000006302267544e-5
put,210.0,2025-03-26,0.0028253424657534248,0.0,1.01,0,0,1.825331,-1.89e-14,-5.283010884593468e-14,0.0,2.0000006302267544e-5
call,210.0,2025-03-26,0.002825532724505327,66.95,70.05,0,0,2.886099,0.9999999999999811,-5.283010884593468e-14,0.0,2.0000006302267544e-5
put,215.0,2025-03-26,0.0028253424657534248,0.0,1.01,0,0,1.684453,-5.0e-15,-6.298240584940042e-14,0.0,2.000000595214157e-5
call,215.0,2025-03-26,0.002825532724505327,61.95,65.05,0,0,2.732827,0.999999999999995,-6.298240584940042e-14,0.0,2.000000595214157e-5
put,220.0,2025-03-26,0.002825691273465246,0.0,0.21,0,0,1.546847,-6.7e-15,-8.312147795947222e-14,0.0,2.0000005602015598e-5
