option_type,strike,expiration_date,yearstoexp,bid,ask,volume,open_interest,mid_iv,delta,gamma,theta,vega
put,400.0,2025-03-26,0.0028254058853373924,0.0,0.01,8,266,1.324637,0.0,5.7398577631403446e-15,0.0,1.999998605101118e-5
call,400.0,2025-03-26,0.0028253741755454084,93.37,94.25,0,2,2.014751,1.0,5.7398577631403446e-15,0.0,1.999998605101118e-5
put,404.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,0,1.266971,0.0,2.1820781611432844e-15,0.0,1.999998578782271e-5
call,404.0,2025-03-26,0.0028253741755454084,89.36,90.25,0,0,1.93069,1.0,2.1820781611432844e-15,0.0,1.999998578782271e-5
put,405.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,136,1.252537,-1.7e-15,-8.927135954660482e-15,0.0,1.999998552463424e-5
call,405.0,2025-03-26,0.0028253741755454084,88.36,89.25,0,0,1.974598,0.9999999999999983,-8.927135954660482e-15,0.0,1.999998552463424e-5
put,406.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,0,1.238058,0.0,1.3100820642326885e-14,0.0,1.999998552463424e-5
call,406.0,2025-03-26,0.0028253741755454084,87.36,88.25,0,0,1.95369,1.0,1.3100820642326885e-14,0.0,1.999998552463424e-5
put,407.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,0,1.223424,0.0,1.3100820642326885e-14,0.0,1.999998605101118e-5
call,407.0,2025-03-26,0.0028253741755454084,86.36,87.26,0,0,1.868197,1.0,1.3100820642326885e-14,0.0,1.999998605101118e-5
put,408.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,3,1.208827,0.0,5.7398577631403446e-15,0.0,1.999998552463424e-5
call,408.0,2025-03-26,0.0028253741755454084,85.36,86.26,0,0,2.236605,1.0,5.7398577631403446e-15,0.0,1.999998552463424e-5
put,409.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,1,1.194266,0.0,5.794789803712609e-15,0.0,1.999998526144577e-5
call,409.0,2025-03-26,0.0028253741755454084,84.36,85.26,0,0,1.833962,1.0,5.794789803712609e-15,0.0,1.999998526144577e-5
put,410.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,1,1.179742,-1.0e-15,-5.274120535353344e-15,0.0,1.999998526144577e-5
call,410.0,2025-03-26,0.0028253741755454084,83.36,84.26,0,0,1.813331,0.999999999999999,-5.274120535353344e-15,0.0,1.999998526144577e-5
put,411.0,2025-03-26,0.0028254058853373924,0.0,0.01,0,16,1.165253,-3.0e-16,-1.621105116046201e-15,0.0,1.999998552463424e-5
